Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Protocol,Flow Inter-Arrival Time,Flow Jitter,Label
8080.0,13419.862228956716,1538.0,14.0,829888.3360173043,4183.037182517739,929.3096532635724,25.866705130862393,48.8036805006519,31.239252500708982,42.055969701409985,6.909588886821534,28.368262104955782,59.0429630224741,255321.26622258726,11911.854765919394,179.92549741723224,40.256794175711654,58.336739795575234,78.35960475607892,56.32567652634208,8.716397757855292,5.654160546660864,48.76839074192332,36.94958189964455,1.4588391028797707,82.08555263064945,94.98766594201712,48.53084182113689,8.483993853985078,0.0,0.0,0.0,0.0,87.3225388891736,88.51433640054884,75.15987218042363,8.44894605831037,26.425900120483725,85.40594188839421,89.4117798331381,10.07918258180054,7.842464908031149,38.64855747116518,64.96447720306942,89.04788294592103,6.74990428759891,1.0,96.84045858914362,0.560689290089648,45.44082958507047,0.009746588693957114,2.726207893683783,19.201386916744653,83.38091284938673,12.019728635331118,3.9797198502908886,60.517004746155926,61.53790610621111,34.647565794502476,41.72327396290217,18.922682849683927,14.046225592023447,3.9740935600597047,29.94223303855639,23.89751178308901,7.91621992910003,90.1748595101631,19.979303674074178,9.983490030881624,20.23501837522892,40.16688953462839,16.09680355545148,21.008376503377022,90.11542369879814,27.190125613798337,39.41913216580122,17.0,23.184882710136453,25.101071538865575,DDoS
10403.0,184.17983331577375,2.0,1.0,1856.6504534560208,733.6559133941155,268.41014757313394,37.472762059413185,294.7195523379387,245.96513750622657,7.758851014479685,25.994041874294386,36.693349172518445,44.84870037719777,487.0535724343059,2760.948499061796,349.74737107184956,83.00522040162737,22.225275598859195,4.4692453115120925,53.38037066082788,15.937927916554948,90.1464418668346,79.86076239894555,45.42587760655661,45.53360395663624,53.166506474993696,64.55533841060138,37.99448047048064,34.57234125018558,0.0,0.0,0.0,0.0,13.755069078509623,85.45748463457676,26.390024974438358,26.155209045405076,42.62190940967868,73.64560856462074,25.422071331069922,33.40553566554496,16.768668019537163,1.0,1.0,37.4188390025432,33.61662123613172,1.0,84.61967452692562,78.66409123510262,95.94262203511633,0.6666666666666666,46.03268947126099,64.53871057678043,38.69477650567927,44.07810994352114,57.39548728720842,94.84927736584999,17.21885400943167,12.609714023630772,18.46882288726193,39.044711093850076,80.92490134833996,67.53977408189758,2.559866232482826,55.99081300451426,22.660340559302817,71.65304100985776,48.86097717813324,21.433033577969162,79.87305642803531,96.73213893239839,29.917605093070105,60.5670247453051,5.3982462259915795,96.7157143806443,33.018805753480024,17.0,32.8890756691485,56.7526277137304,PortScan
1337.0,705488.0611272501,31.0,13.0,2083.1639797267126,5255.629047351759,122.71431793938434,37.799839755562594,429.52981460970165,139.03954318476053,23.04711151145567,90.53209374708901,23.302534195085887,78.05274421663702,1950.9598135625645,16.62776226392358,188.38778003794428,6.321586712096531,88.97836049726963,35.565081760739034,5.3500970669622605,66.80074398215795,22.19807623109317,81.51448940682043,10.036626864341903,71.99318582640188,89.5001217701559,44.86178977548962,69.72556829379776,24.627065841516412,0.0,0.0,0.0,0.0,98.32286524445723,92.70448766897572,32.9640735364531,28.616038253031707,41.7504894843542,34.592387845479244,17.276341662744173,41.51064197668651,63.36413869080047,56.654882235306616,2.75896748364846,27.10444274064721,88.79809937905951,1.0,90.68435408075702,30.756312712175678,94.80485512783223,0.4375,58.28419620769753,41.8596336262509,92.88336187595748,97.76164468362994,25.597049626255203,69.9275843777204,7.540863639639666,83.67599786404817,66.7936256503273,70.90675015323299,1.3474507620296852,2.6532534478184724,61.86440993985757,5.070975060620907,47.603179682842885,10.554665595697708,19.87764244705352,5.244783689297025,31.657086655723678,18.33890346394834,91.12242474611186,37.022258978080096,22.023312985936766,72.00059000667765,89.48519706974587,17.0,85.13342500102762,69.48050875687748,Botnet
22.0,33028.66707632819,2.0,25.0,2098.4806930068653,22729.875365002532,1409.6185427021564,43.610101801470975,567.4217177065606,298.1569434067471,47.52631444612375,62.419576108783,97.0067294543712,53.886176239757425,8048.740177707899,817.4716811188254,396.6055801658405,66.38034510803192,16.053076157022517,32.487576652571136,81.12112885707596,0.2702247915093857,61.10928237810582,76.33114997359218,32.8769391128146,29.705370418071972,21.420809800720125,76.06508508037871,98.27921028565306,70.42400190836952,0.0,0.0,0.0,0.0,77.36885706430351,31.692163194636237,70.74542970413857,62.54404422030548,14.338737605371252,65.71682633401804,93.44588480084592,50.144629433452664,87.31003458313634,89.91684438959005,8.054289122285521,83.30338640313072,53.30779660220365,1.0,64.36239995322771,11.605245598592383,12.193531459308183,8.666666666666666,71.9809819415897,82.86686944582426,98.2028498864443,92.68608753666302,81.2990404641024,97.0825501100263,70.98969811446761,99.38840002618592,37.45473447857025,5.36309094656905,72.34446437661647,23.278465276691335,37.27467506439834,27.908616650224772,0.8317670259688956,50.44037182878085,8.215529847595333,22.291847702303873,40.74275970450576,51.05109523425609,74.78267164752644,21.05790753634027,48.77818037250745,67.92008107380124,61.48351827618018,6.0,16.13239675926455,82.84405829163359,BENIGN
22.0,78679.22254698756,25.0,38.0,25730.89910464216,24213.97563274017,448.7387307914784,29.393762881149662,144.03269673620986,292.6106090675966,50.30431496737737,24.156462366954603,3.18768968290356,16.678882689541513,7460.833612202471,800.7196558453045,1114.1690626922812,69.79215165653278,45.026085754692296,56.50585817249978,96.58965029711189,39.41452988913883,18.42287518277202,4.950754337030347,8.865229670296728,18.294934570372273,10.998545754947923,82.97281950022021,96.59946574362674,89.32748368180606,0.0,0.0,0.0,0.0,16.88028680636268,27.886318665448506,14.051527987225398,58.09981723172154,4.986080549372446,93.91289362114291,44.8749931519561,17.768219655875185,68.4840937866407,33.16367967617971,22.410140828312386,15.51294694005797,76.73736054915597,1.0,36.93673257475568,55.040897984179516,30.817878404077238,1.5,57.858727164223986,90.01239189343026,53.693406350728885,96.34121653023547,90.32891590060376,59.57611944184151,2.594034027353902,39.3456275143386,8.10881387344259,13.516778801488574,91.6281526916822,5.501665236751019,96.4214579466913,77.42259744563006,46.17395329110786,70.27878979002188,21.532183137590152,92.50084019025702,90.79166875996592,27.7447547326647,14.65330174085457,87.39648833889981,57.70476672092674,18.38448878520138,62.220979701194096,6.0,78.9012198476158,85.75372305973472,BENIGN
22.0,30432.631833518884,27.0,37.0,22813.958825969603,6845.893258889455,454.9576068973091,55.40708634621324,600.5040720626869,85.91065902934126,32.01171633101634,95.93617457203774,80.28123959229333,0.5714049310518905,6016.167783373177,569.8464679085798,757.1261047868609,17.81462193701721,85.67601294170993,57.720588622449014,25.260839557155148,91.21105396400104,86.3435908239859,88.61939947771621,87.44503011321022,85.25118298623804,4.714585535168392,47.78480906729605,33.556703725129616,63.53746009306754,0.0,0.0,0.0,0.0,12.103806102245255,81.79745146990534,78.83757781453822,3.3680199609945976,6.374142274194871,69.18402625396482,65.20452578647293,4.269624840191731,89.87681841742366,22.542049770504207,99.47337316042767,83.5967485810249,11.061489742081442,1.0,4.454000303300629,44.701017086890204,53.30587862874576,1.3571428571428572,41.10486108243548,59.96160713163739,18.89611015024027,71.64807018314931,39.271958883489845,7.8560470123243515,34.08966692592197,71.2991450857921,86.92627239493376,22.29561951583489,76.51714173245733,69.88230944999418,30.692284206992355,58.283198385306264,50.911546548899565,19.980562346375923,23.437919538566693,60.21256414055583,10.789728778846264,51.60661746071169,60.529519403542444,4.046786003611616,50.54748313252238,11.637585259746906,96.95815739443118,6.0,28.284028863648725,77.06421992327253,Web Attack - Brute Force
22.0,93367.13378314038,30.0,24.0,32768.594516023084,17854.339627056925,801.6919156345716,48.25586727390826,413.2759744214813,119.48235183650357,11.88525056353791,90.29629114745461,56.9063862389471,99.52953516724077,5274.060948069724,184.4180857676176,467.65237944132946,73.69663947382274,88.31806609503717,5.322053601821285,41.93961982106799,72.80156959747954,52.19538251352426,30.271993740382705,35.45522403011084,24.63797023660432,48.5614809146075,18.71240615284455,5.256630151971801,12.406228078185402,0.0,0.0,0.0,0.0,74.33687404473083,61.06446704863156,74.73067067851325,0.9279387121570462,94.91257733109438,2.792898510001675,36.54947066409686,13.22061816784425,80.51827151785288,18.344677212308802,37.667492507312964,55.59953605286153,72.05194501624563,21.257127901680533,72.01902224585396,80.01516632222766,91.82301950451227,0.8064516129032258,61.655417657062195,24.60921944588681,27.83941808592407,56.7707946803987,82.33705418824279,37.867278464177296,21.418663890518708,92.76010950704111,23.421330007273525,91.37944860671466,97.10863649107121,47.461559106145266,25.263214148268172,67.36486648648757,78.74206136257565,97.99009239003767,18.821308396588798,94.81074524859011,31.742930343992704,68.82716573523044,59.6794186163861,32.52252072889349,28.498519538752337,48.299349584764435,14.909294132552162,6.0,1.4016885740617933,79.05983347616159,Web Attack - Brute Force
21.0,10180.252737315337,30.0,43.0,12798.917964274375,12951.619710867253,532.7788331740101,40.800821620517176,176.06436802734768,222.39932426319237,12.734955101587481,40.81348984055409,7.541878321947607,69.20119116508552,2184.436334740745,524.9753158904903,2720.00870198653,74.43022270279141,28.962053568936774,58.09279353983917,89.19157316359816,31.669298127563128,22.410980423129736,36.785764969875224,88.77820862423177,38.72315969754398,6.6016857721851805,85.49057263314921,54.18312551241872,72.33391908798858,0.0,0.0,0.0,0.0,99.1414365694017,60.92191084147379,88.55148293266915,65.52751251671138,16.017966541715555,87.12083324225604,86.54488079889639,55.39658006496358,6.7001491420054125,3.006470338678169,1.0,58.511872357765746,10.437439704980164,1.0,96.5146122249065,66.75122319712541,85.46199272580495,1.4193548387096775,39.78181151852104,21.97956738882214,0.7250618295689294,79.78546823377096,15.526193618772504,46.15644553261428,5.447731684574896,64.47666123937378,31.220192344332933,5.408703282271135,90.58721386796286,98.74190821595165,76.31626481525393,78.51012518938711,22.29700171485118,96.43303017423752,48.84201130456519,33.7788778589706,14.290365057411883,40.754556736026146,47.6670944148754,53.093247038416706,55.0623549260392,2.6012451114217585,56.86856542342061,6.0,18.99986951771662,82.05136127391961,FTP-Patator
8080.0,30805.559804125078,25.0,28.0,14663.601398551858,4684.003797261312,605.9249120855466,54.262228685737895,367.94267693515303,197.09145356161133,92.68765679568223,62.83951341331495,16.32304214836306,88.63129918800645,5232.591507859525,1720.4686536130705,805.0085592618088,53.36537048838977,40.464563525102236,28.643900166324116,23.137770909926477,92.82225035717407,42.01406298429378,5.144001610224993,85.28075815916468,21.197886698688066,43.45344954231672,59.1647988358413,65.65476381166499,98.4715875016862,0.0,0.0,0.0,0.0,22.326482228432216,29.572895061582358,65.8454521744156,43.307829798999926,39.40067190931649,70.90519511078872,42.97317442505487,48.50856174646001,8.00000371472806,49.8007219487418,70.58678701491533,9.168721696554215,4.015384499346449,72.64562431754169,10.497737208678274,29.550782502822486,65.26322091052626,1.1153846153846154,85.05382992084238,37.26278972233382,72.07120831945831,61.0553224641898,59.80777053929875,12.873257256394922,31.863540456749085,3.122853152968844,57.34552293293587,51.13821371164242,66.60665330642341,11.32196266811383,90.65720792753014,86.15769258048155,67.5388706145652,22.139390279738006,62.617568738053166,93.6232918473451,44.30489553793785,30.753614555378064,59.297699377949215,2.3967456912205005,88.8057081965282,34.33961024425903,95.34284330975139,17.0,93.93983977244775,5.243632793660071,BENIGN
53.0,65454.310464921014,21.0,20.0,3090.134134851243,22153.02967956608,1354.0112112109432,58.958808664562206,480.33355071826765,104.94364694214796,65.39813913804282,4.027455965604658,10.677566883073258,97.65629599273343,3938.0807056914814,626.3911377077781,388.56905355103993,99.53901166840524,74.69121583222504,25.714075303084883,95.34283526661494,21.448909099791187,73.16998911051782,11.614305338034677,64.92555940612742,75.97554883527798,85.97805044434945,73.45718335483225,92.35618700000965,52.14023346428243,0.0,0.0,0.0,0.0,67.77511782864345,37.01805350032637,1.1379059840023202,75.6936262511873,86.99907872233345,17.47505525327173,2.9612110913625833,16.533734365596217,89.53940039460498,29.62148789819585,23.447041073881806,1.5575235018373144,29.77580920628562,1.0,71.5923437945214,95.91301990878435,31.34284912051957,0.9545454545454546,24.144463489048256,88.81809514421717,85.26523459813964,32.883225972354275,6.9736348603296925,99.19974510262759,68.1023583174323,92.66539165870502,34.25325998451421,64.80377336639111,67.48227329764062,87.30325620713802,99.3064979078888,10.955751234546264,63.14857285850011,33.71035084142236,81.18467686330618,75.43938367616958,89.26260056996898,34.43591744032027,18.53458138136073,2.277987547401294,25.6251177034493,36.78043682154758,94.6120918962044,17.0,49.18812612134055,55.68830646046808,BENIGN
